city_development_index,experience,enrolled_university,relevent_experience,education_level,company_type,major_discipline,target,target_label
0.624,2.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.843,3.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.745,3.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.698,3.0,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.878,12.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,5.0,No enrollment,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.91,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,13.0,No enrollment,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.899,15.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.74,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,14.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0,Não procurando emprego
0.55,7.0,Part time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.745,15.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.855,5.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.939,9.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,5.0,Full time course,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.804,3.0,Part time course,Has relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.865,21.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.74,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.89,15.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.55,10.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.762,9.0,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0,Não procurando emprego
0.897,7.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,4.0,No enrollment,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.92,12.0,Full time course,No relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.92,16.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.556,21.0,No enrollment,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.92,3.0,No enrollment,Has relevent experience,Graduate,Funded Startup,Humanities,0.0,Não procurando emprego
0.92,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.926,9.0,No enrollment,No relevent experience,Phd,NGO,STEM,0.0,Não procurando emprego
0.843,9.0,Full time course,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.698,1.0,Full time course,No relevent experience,Graduate,Other,Business Degree,0.0,Não procurando emprego
0.92,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.897,19.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,NGO,STEM,1.0,Procurando novo emprego
0.897,19.0,No enrollment,No relevent experience,Phd,NGO,Humanities,0.0,Não procurando emprego
0.624,4.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.878,11.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.939,5.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,1.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.624,1.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.64,3.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,1.0,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,1.0,Procurando novo emprego
0.92,1.0,No enrollment,No relevent experience,Graduate,Public Sector,Humanities,0.0,Não procurando emprego
0.926,21.0,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,12.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.74,2.0,Other,Has relevent experience,Phd,Other,Humanities,0.0,Não procurando emprego
0.92,2.0,No enrollment,Has relevent experience,Graduate,Early Stage Startup,Humanities,0.0,Não procurando emprego
0.897,15.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,6.0,No enrollment,Has relevent experience,Masters,NGO,STEM,0.0,Não procurando emprego
0.897,7.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,21.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,Business Degree,0.0,Não procurando emprego
0.512,2.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,13.0,No enrollment,Has relevent experience,Primary School,Early Stage Startup,Non Degree,0.0,Não procurando emprego
0.92,8.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,6.0,No enrollment,Has relevent experience,Graduate,Other,Humanities,0.0,Não procurando emprego
0.624,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.7879999999999999,14.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.682,21.0,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.897,10.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.836,6.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.926,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.926,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,14.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.836,19.0,No enrollment,Has relevent experience,Masters,Public Sector,STEM,0.0,Não procurando emprego
0.92,7.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.794,3.0,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,1.0,Procurando novo emprego
0.698,16.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,5.0,No enrollment,No relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.92,9.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,9.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.624,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,3.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.939,12.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,1.0,No enrollment,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.926,3.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.926,10.0,Other,Has relevent experience,Masters,Other,Other,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,11.0,No enrollment,No relevent experience,Masters,Pvt Ltd,Business Degree,0.0,Não procurando emprego
0.91,1.0,Full time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.754,3.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,10.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,16.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,0.0,Não procurando emprego
0.939,5.0,Part time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.743,7.0,No enrollment,Has relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.939,4.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,Business Degree,0.0,Não procurando emprego
0.527,14.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.915,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Arts,0.0,Não procurando emprego
0.579,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.754,19.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.527,9.0,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,1.0,Procurando novo emprego
0.939,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,0.0,Não procurando emprego
0.698,5.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.802,9.0,Full time course,No relevent experience,Graduate,Other,Humanities,0.0,Não procurando emprego
0.91,4.0,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.624,5.0,No enrollment,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.926,15.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,1.0,Procurando novo emprego
0.913,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.74,1.0,Full time course,Has relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.893,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.4479999999999999,4.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,17.0,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0,Não procurando emprego
0.624,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.804,6.0,Other,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.91,8.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.698,9.0,No enrollment,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.624,8.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.926,2.0,Part time course,No relevent experience,High School,Pvt Ltd,Non Degree,1.0,Procurando novo emprego
0.92,7.0,Part time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.926,9.0,Full time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.897,14.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.895,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,2.0,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0,Não procurando emprego
0.91,7.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,8.0,Part time course,No relevent experience,Masters,NGO,STEM,0.0,Não procurando emprego
0.91,4.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,8.0,No enrollment,Has relevent experience,Graduate,NGO,No Major,0.0,Não procurando emprego
0.624,4.0,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0,Não procurando emprego
0.624,3.0,Full time course,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.624,2.0,Full time course,No relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.754,10.0,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0,Não procurando emprego
0.91,14.0,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0,Não procurando emprego
0.884,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,3.0,Full time course,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.804,12.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,2.0,No enrollment,Has relevent experience,Graduate,Funded Startup,No Major,0.0,Não procurando emprego
0.939,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.926,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.762,3.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.754,1.0,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.878,5.0,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.899,17.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.55,6.0,Full time course,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.6890000000000001,6.0,Part time course,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.624,5.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.698,16.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,15.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.754,15.0,Part time course,Has relevent experience,Graduate,Funded Startup,STEM,1.0,Procurando novo emprego
0.92,3.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.698,21.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.55,18.0,Full time course,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.624,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.493,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.91,8.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.893,5.0,No enrollment,Has relevent experience,Primary School,Pvt Ltd,Non Degree,1.0,Procurando novo emprego
0.92,1.0,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,13.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.762,5.0,No enrollment,Has relevent experience,Masters,Public Sector,STEM,1.0,Procurando novo emprego
0.698,2.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,10.0,Full time course,No relevent experience,High School,Early Stage Startup,Non Degree,0.0,Não procurando emprego
0.884,4.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.913,16.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.92,7.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.926,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.682,5.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.878,21.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.691,10.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.92,19.0,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0,Não procurando emprego
0.698,3.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,4.0,No enrollment,No relevent experience,Graduate,Other,Business Degree,1.0,Procurando novo emprego
0.91,19.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.843,17.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.939,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,3.0,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,0.0,Não procurando emprego
0.939,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,0.0,Não procurando emprego
0.897,9.0,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,5.0,Full time course,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.647,2.0,Part time course,Has relevent experience,Masters,Early Stage Startup,STEM,0.0,Não procurando emprego
0.624,6.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,No relevent experience,Phd,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,9.0,No enrollment,Has relevent experience,Graduate,NGO,Arts,0.0,Não procurando emprego
0.92,15.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,5.0,Full time course,Has relevent experience,Graduate,Early Stage Startup,Other,1.0,Procurando novo emprego
0.91,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,2.0,No enrollment,Has relevent experience,Graduate,Funded Startup,Arts,0.0,Não procurando emprego
0.939,6.0,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,1.0,Procurando novo emprego
0.92,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,15.0,No enrollment,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.698,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.855,8.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,4.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.91,11.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.91,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.743,11.0,Part time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.899,6.0,Part time course,No relevent experience,Graduate,Other,No Major,0.0,Não procurando emprego
0.884,21.0,No enrollment,No relevent experience,Phd,NGO,STEM,0.0,Não procurando emprego
0.698,3.0,No enrollment,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.865,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.804,3.0,No enrollment,No relevent experience,Graduate,Other,Other,1.0,Procurando novo emprego
0.92,7.0,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0,Não procurando emprego
0.91,21.0,No enrollment,Has relevent experience,Graduate,NGO,STEM,1.0,Procurando novo emprego
0.624,10.0,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.895,15.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.887,21.0,No enrollment,Has relevent experience,Masters,Other,Business Degree,0.0,Não procurando emprego
0.624,6.0,Full time course,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.91,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.8270000000000001,10.0,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.923,1.0,No enrollment,No relevent experience,Masters,Other,Humanities,1.0,Procurando novo emprego
0.92,7.0,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,0.0,Não procurando emprego
0.738,17.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.6890000000000001,2.0,Part time course,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.624,4.0,Full time course,Has relevent experience,Graduate,Early Stage Startup,STEM,1.0,Procurando novo emprego
0.624,12.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.624,7.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.762,13.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,Humanities,1.0,Procurando novo emprego
0.624,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.897,6.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0,Não procurando emprego
0.92,17.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,1.0,Procurando novo emprego
0.878,8.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0,Não procurando emprego
0.92,20.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.903,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.897,21.0,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.6890000000000001,8.0,No enrollment,Has relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,2.0,Full time course,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.926,19.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.92,5.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.924,5.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.897,5.0,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0,Não procurando emprego
0.91,10.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,21.0,Full time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,5.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.91,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,2.0,Full time course,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.939,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,3.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.527,3.0,Full time course,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.887,21.0,Full time course,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.762,3.0,No enrollment,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.624,3.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.939,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,15.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.939,13.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,3.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,5.0,No enrollment,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.887,4.0,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.939,1.0,Full time course,No relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.91,18.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.926,20.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.762,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,10.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.865,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,Business Degree,0.0,Não procurando emprego
0.92,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.693,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,15.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.925,17.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.91,11.0,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.926,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.924,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.939,7.0,No enrollment,Has relevent experience,High School,Public Sector,Non Degree,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
